0.000000,11.763803
10.766602,11.652164
21.533203,11.357405
32.299805,11.987772
43.066406,25.797525
53.833008,11.822875
64.599609,4.951710
75.366211,4.806260
86.132812,8.671608
96.899414,14.786714
107.666016,15.077750
118.432617,15.046876
129.199219,11.353523
139.965820,17.011366
150.732422,26.645983
161.499023,53.128635
172.265625,113.678253
183.032227,339.927979
193.798828,3368.411133
204.565430,1785.767334
215.332031,403.184174
226.098633,155.627686
236.865234,87.351822
247.631836,82.545479
258.398438,48.974411
269.165039,58.280125
279.931641,50.746708
290.698242,61.048790
301.464844,85.341553
312.231445,88.905922
322.998047,120.878151
333.764648,87.640762
344.531250,131.493347
355.297852,247.160583
366.064453,413.541016
376.831055,483.565796
387.597656,497.168640
398.364258,5564.604492
409.130859,35442.796875
419.897461,600932.562500
430.664062,47032.562500
441.430664,4432.223633
452.197266,2243.752197
462.963867,991.846497
473.730469,510.340118
484.497070,281.086639
495.263672,165.459686
506.030273,148.051025
516.796875,123.651909
527.563477,118.212090
538.330078,150.264297
549.096680,129.668137
559.863281,89.315674
570.629883,66.962769
581.396484,51.065411
592.163086,52.548450
602.929688,43.714863
613.696289,33.215771
624.462891,24.472368
635.229492,17.619732
645.996094,10.875137
656.762695,5.805126
667.529297,0.771092
678.295898,12.191863
689.062500,69.287659
699.829102,90.994789
710.595703,131.346649
721.362305,132.266846
732.128906,118.229256
742.895508,135.973892
753.662109,146.584656
764.428711,257.684387
775.195312,222.429382
785.961914,56.241341
796.728516,7.068714
807.495117,5.393463
818.261719,14.292753
829.028320,135.977127
839.794922,9636.557617
850.561523,641.207764
861.328125,157.819016
872.094727,57.648293
882.861328,40.519726
893.627930,29.885164
904.394531,21.150526
915.161133,19.406839
925.927734,14.943576
936.694336,11.000575
947.460938,9.561475
958.227539,5.945768
968.994141,2.712488
979.760742,0.357048
990.527344,0.598779
1001.293945,1.424593
1012.060547,4.280077
1022.827148,7.735937
1033.593750,4.367025
1044.360352,2.516121
1055.126953,3.131361
1065.893555,2.776894
1076.660156,1.407682
1087.426758,1.068142
1098.193359,3.093881
1108.959961,3.480263
1119.726562,2.515634
1130.493164,1.858271
1141.259766,3.372504
1152.026367,4.636505
1162.792969,9.285102
1173.559570,9.959948
1184.326172,15.739153
1195.092773,24.586880
1205.859375,34.126991
1216.625977,31.434280
1227.392578,35.754169
1238.159180,33.780182
1248.925781,98.602180
1259.692383,2785.982178
1270.458984,2074.713379
1281.225586,263.370850
1291.992188,81.021149
1302.758789,33.030083
1313.525391,19.368128
1324.291992,12.829056
1335.058594,7.297912
1345.825195,5.903463
1356.591797,4.832817
1367.358398,5.446887
1378.125000,6.217397
1388.891602,4.875522
1399.658203,3.365268
1410.424805,2.717963
1421.191406,2.078375
1431.958008,1.431610
1442.724609,1.100161
1453.491211,1.429936
1464.257812,3.491956
1475.024414,2.953574
1485.791016,2.093880
1496.557617,1.434562
1507.324219,0.350756
1518.090820,0.293649
1528.857422,0.176893
1539.624023,0.072461
1550.390625,0.461737
1561.157227,1.104914
1571.923828,3.647741
1582.690430,4.211023
1593.457031,7.560124
1604.223633,10.418457
1614.990234,21.353785
1625.756836,40.443584
1636.523438,81.540154
1647.290039,153.865860
1658.056641,240.501419
1668.823242,346.501953
1679.589844,363.706665
1690.356445,3700.339355
1701.123047,31.670210
1711.889648,0.749206
1722.656250,3.077297
1733.422852,2.381687
1744.189453,0.325120
1754.956055,0.020030
1765.722656,0.801177
1776.489258,1.518152
1787.255859,1.802147
1798.022461,1.258895
1808.789062,1.106217
1819.555664,0.968827
1830.322266,0.783990
1841.088867,0.459921
1851.855469,0.316848
1862.622070,0.250744
1873.388672,0.151566
1884.155273,0.185591
1894.921875,0.233145
1905.688477,0.186266
1916.455078,0.097345
1927.221680,0.122921
1937.988281,0.122707
1948.754883,0.094907
1959.521484,0.135732
1970.288086,0.213594
1981.054688,0.341244
1991.821289,0.404035
2002.587891,0.376885
2013.354492,0.278825
